Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,,,
6/11/15,2198,81,47,0,50,15.9,5.1,343,700.5,0.29,0.68,19.8,29.1,34,39.3,54.4,67,67,45,46,45
6/12/15,2198,72,44,0,48,22.3,8.7,347.75,710.1,0.24,0.56,19.3,28.6,33.6,39.4,54.6,66,66,44,45,45
6/13/15,2198,69,30,0,56,13.1,2.7,351.94,718.6,0.2,0.43,19,28.2,33.3,39.4,54.6,64,64,44,45,45
6/14/15,2198,76,34,0,56,11.1,2.4,347.7,710,0.23,0.53,18.8,27.9,32.9,39.2,54.8,65,65,44,45,45
6/15/15,2198,80,38,0,58,11.5,2.8,326.75,667.3,0.28,0.62,18.7,27.8,32.8,39.2,54.9,66,66,44,45,45
6/16/15,2198,84,40,0,58,11.3,2.4,330.78,675.4,0.32,0.67,18.6,27.6,32.6,38.9,54.7,68,67,44,45,45
6/17/15,2198,81,46,0,48,17,3.7,328.73,671.3,0.25,0.64,18.5,27.5,32.5,38.7,53.8,69,69,44,44,45
6/18/15,2198,82,49,0,46,15,3.8,302.63,618.1,0.28,0.7,18.3,27.2,32.3,38.8,53.8,69,69,44,45,45
6/19/15,2198,73,41,0,57,21,6.1,334.6,683.3,0.28,0.55,18.1,27,32.1,38.9,52.9,68,68,45,45,45
6/20/15,2198,75,38,0,59,13.2,2.4,326.43,666.6,0.25,0.51,17.9,26.8,31.8,38.7,52.3,67,67,45,45,45
6/21/15,2198,76,40,0,53,12.2,2.4,265.55,542.3,0.26,0.59,17.8,26.7,31.7,38.5,51.5,67,67,46,45,45
6/22/15,2198,81,38,0,57,8.7,1.7,321.87,657.3,0.28,0.63,17.7,26.6,31.6,38.3,51,68,68,45,45,45
6/23/15,2198,78,43,0,60,12.9,3.3,298.27,609,0.3,0.6,17.6,26.4,31.5,38.6,50.4,68,69,44,45,45
6/24/15,2198,83,43,0,55,13.8,2.2,274.56,560.7,0.3,0.67,17.5,26.3,31.2,38.6,49.4,69,69,45,45,45
6/25/15,2198,87,42,0,59,9.2,2.1,337.46,689.1,0.33,0.73,17.5,26.2,31.1,38.1,48.7,70,70,44,45,45
6/26/15,2198,93,46,0,54,11.7,2.9,341.15,696.6,0.39,0.92,17.4,26.3,31.1,38.1,48.1,73,72,44,45,45
6/27/15,2198,98,50,0,52,12.3,2.9,328.38,670.5,0.42,1.04,17.3,26.2,31.1,38.3,48,75,74,46,45,45
6/28/15,2198,102,64,0,44,22.1,3.9,316.22,645.7,0.47,1.23,17.2,26.2,31.2,38.2,47.7,78,77,47,46,45
6/29/15,2198,91,58,0,56,17.5,3.4,219.43,448.1,0.52,1,17.1,26.1,31,37.9,47.2,78,77,47,46,46
6/30/15,2198,91,52,0,59,15.5,3,322.24,658.1,0.42,0.87,16.9,25.9,30.8,37.9,46.9,77,76,48,47,46
7/1/15,2198,92,49,0,54,14.2,2.6,338.11,690.4,0.36,0.88,16.8,25.8,30.8,37.7,47.2,76,76,50,48,46
7/2/15,2198,93,47,0,50,12.3,2.4,340.19,694.6,0.34,0.93,16.6,25.7,30.6,37.6,46.1,77,76,50,48,46
7/3/15,2198,95,49,0,50,15.7,2.4,336.36,686.9,0.36,0.96,16.5,25.5,30.6,37.3,46.2,77,77,48,48,47
7/4/15,2198,93,49,0,49,13.8,2.9,336.77,687.6,0.33,0.93,16.2,25.3,30.4,37.2,45.9,77,77,47,48,47
7/5/15,2198,90,50,0,48,18.4,4.1,296.57,605.6,0.33,0.85,16,25.1,30.2,37,45.9,76,76,47,47,47
7/6/15,2198,92,45,0,52,10.1,2.4,318.31,650,0.33,0.84,15.8,24.9,30,36.6,45.1,76,76,47,47,47
7/7/15,2198,90,50,0,46,13.6,3,301.26,615.2,0.34,0.88,15.7,24.8,29.8,36.7,45.3,76,76,47,47,47
7/8/15,2198,92,50,0,44,12.6,2.6,325.48,664.7,0.3,0.87,15.5,24.6,29.8,36.6,45.2,76,76,49,48,47
7/9/15,2198,93,48,0,37,9.7,3.1,323.15,659.9,0.29,0.97,15.3,24.5,29.6,36.4,44.8,76,76,51,49,47
7/10/15,2198,88,66,0.14,54,19.7,3.8,126.78,258.9,0.43,0.82,15,24.1,29.5,36.3,45.4,74,75,50,49,47
7/11/15,2198,73,57,0.05,80,9,2.8,98.13,200.4,0.5,0.64,15,23.9,29.1,36,44.7,70,71,50,49,47
7/12/15,2198,82,54,0,58,11.6,2.8,275.87,563.3,0.37,0.7,15.2,24.1,29,36.2,44.6,71,71,51,49,48
7/13/15,2198,79,56,0,57,17.1,4.5,244.31,498.9,0.36,0.69,15.3,24.1,28.9,36.1,44.8,71,71,51,50,48
7/14/15,2198,84,48,0,60,11.8,3,282.41,576.7,0.36,0.69,15.2,24.1,28.7,35.7,44,71,72,52,50,48
7/15/15,2198,83,45,0,51,17.3,4.1,304.21,621.2,0.27,0.67,15.1,24,28.6,35.6,44.2,71,72,52,51,48
7/16/15,2198,75,42,0,51,20.3,6.5,258.8,528.5,0.28,0.59,14.9,23.7,28.5,35.4,44.5,69,70,51,51,49
7/17/15,2198,81,35,0,48,17.1,4.4,298.5,609.6,0.22,0.62,14.7,23.4,28.3,35.4,44.8,69,69,51,51,49
7/18/15,2198,86,46,0,41,14.8,3.2,312.24,637.6,0.26,0.78,14.5,23.3,28.2,35.1,43.9,72,72,52,51,49
7/19/15,2198,92,43,0,40,14.7,3,318.5,650.4,0.26,0.85,14.2,22.9,28.2,34.9,44,73,73,53,51,49
7/20/15,2198,90,52,0,36,22.1,5.5,323.25,660.1,0.25,0.87,13.8,22.6,28.1,34.8,44.1,74,74,54,52,49
7/21/15,2198,84,45,0,38,21.2,6.1,325.31,664.4,0.21,0.73,13.4,22.1,27.8,34.7,43.3,72,73,54,52,50
7/22/15,2198,77,47,0,38,19.6,5.7,324.06,661.7,0.22,0.62,13.1,21.8,27.6,34.4,43.5,72,72,55,53,50
7/23/15,2198,81,38,0,40,18.7,4.2,324.22,662,0.2,0.63,12.8,21.4,27.3,34.2,43.3,71,71,54,53,50
7/24/15,2198,81,44,0,42,19.4,5.6,315.92,645.1,0.24,0.67,12.5,21.1,27.1,33.8,43,71,71,53,52,50
7/25/15,2198,78,51,0,47,21.8,7.3,230.88,471.5,0.31,0.69,12.2,20.8,26.8,33.8,42.2,71,71,54,53,50
7/26/15,2198,71,45,0,51,22.2,6,242.12,494.4,0.25,0.53,12,20.5,26.6,33.5,42.1,69,69,54,53,51
7/27/15,2198,69,43,0,57,22.6,6.5,262.16,535.3,0.26,0.48,11.8,20.2,26.2,33.2,41.6,67,67,54,53,51
7/28/15,2198,78,41,0,51,13.4,3.6,319.74,652.9,0.24,0.58,11.7,20.1,26,33,41.6,68,68,55,53,51
7/29/15,2198,87,40,0,37,14.9,3.3,318.99,651.4,0.2,0.74,11.5,20,25.9,32.8,41.4,70,70,57,54,51
7/30/15,2198,95,42,0,27,14,3.7,323.15,659.9,0.18,0.92,11.4,19.7,25.8,32.5,40.8,72,72,58,55,51
7/31/15,2198,99,45,0,24,16.4,4,314.92,643.1,0.18,1.03,10.9,19.4,25.6,32.1,40,74,73,58,55,52
8/1/15,2198,98,46,0,25,15,3.8,311.25,635.5,0.17,0.98,10.5,19.1,25.4,31.9,39.9,74,74,59,56,52
8/2/15,2198,98,44,0,24,13.4,3.1,299.1,610.8,0.16,0.97,10,18.8,25.1,31.6,39.2,74,74,58,56,52
8/3/15,2198,88,45,0,34,20.4,5.5,175.56,358.5,0.24,0.81,9.6,18.6,24.8,31.4,39.1,72,72,59,56,53
8/4/15,2198,86,50,0,39,16.3,4.2,261.51,534,0.25,0.78,9.4,18.5,24.6,31.2,39.2,73,72,59,57,53
8/5/15,2198,80,57,0,28,18.6,7.1,307.13,627.2,0.19,0.73,9.2,18.3,24.2,30.9,38.8,73,72,58,57,53
8/6/15,2198,75,39,0,45,15.5,5.1,305.96,624.7,0.23,0.58,9,18,23.9,30.7,38.5,72,72,58,57,53
8/7/15,2198,84,36,0,43,11.4,2.2,308.1,629.1,0.19,0.65,8.8,17.8,23.7,30.6,38.5,70,71,59,57,53
8/8/15,2198,86,39,0,39,12.8,2.4,300.86,614.4,0.2,0.71,8.7,17.7,23.6,30.3,38.3,71,71,60,57,54
8/9/15,2198,86,46,0,40,10.6,2.6,227.78,465.1,0.26,0.77,8.5,17.5,23.3,30.2,38.1,71,71,61,58,54
8/10/15,2198,92,52,0,43,26.6,4.2,201.93,412.3,0.31,0.82,8.3,17.3,23.1,30,37.8,72,72,62,58,54
8/11/15,2198,100,47,0,40,16.7,3.3,276.84,565.3,0.28,1.04,8.2,17.2,23,29.8,37.8,73,72,62,59,54
8/12/15,2198,100,59,0,28,20.6,3.3,180.77,369.2,0.28,1.12,8,17,22.9,29.7,37.5,75,74,60,59,55
8/13/15,2198,100,54,0,36,13.1,2,247.08,504.5,0.28,1.03,7.8,16.9,22.7,29.4,37.6,75,74,59,58,55
8/14/15,2198,85,57,0,38,30.1,7.7,177.42,362.3,0.29,0.81,7.8,16.6,22.6,29.3,37.6,73,73,59,58,55
8/15/15,2198,74,42,0,53,19.4,6.4,230.82,471.3,0.29,0.58,7.9,16.4,22.4,29.2,37.6,71,71,60,58,55
8/16/15,2198,79,37,0,48,13,3,261.52,534,0.21,0.54,7.9,16.3,22.1,29.1,37.5,69,69,62,59,55
8/17/15,2198,81,40,0,42,14.2,3.1,236.67,483.3,0.21,0.62,7.8,16.2,22,28.8,37.2,69,69,63,60,55
8/18/15,2198,86,43,0,36,18.2,3.5,263.34,537.7,0.2,0.71,7.6,16.2,21.9,28.6,37.5,70,70,65,61,56
8/19/15,2198,88,49,0,33,22.1,5.6,257.43,525.7,0.22,0.79,7.6,16,21.8,28.5,37.6,71,71,66,62,56
8/20/15,2198,84,50,0,29,26.6,7.2,271.45,554.3,0.2,0.77,7.4,15.9,21.7,28.3,37.7,71,71,66,63,57
8/21/15,2198,74,47,0,32,26.7,9.8,244.12,498.5,0.19,0.61,7.2,15.8,21.5,28.4,37.9,69,69,66,63,57
8/22/15,2198,77,35,0,41,10.3,2.4,236.06,482,0.17,0.51,7.3,15.6,21.4,28.4,37.8,67,67,65,63,58
8/23/15,2198,87,38,0,31,16.9,4.9,205.56,419.8,0.16,0.68,7.2,15.5,21.3,28.4,37.8,66,67,64,63,58
8/24/15,2198,85,43,0,35,13.4,2.2,200.27,409,0.2,0.7,7.1,15.4,21.2,28.4,37.7,68,67,64,62,58
8/25/15,2198,87,52,0,27,12.8,3.3,222.83,455,0.18,0.78,7.1,15.5,21.2,28.4,37.5,70,69,64,62,58
8/26/15,2198,91,51,0,32,13.9,3.2,182.46,372.6,0.21,0.81,6.9,15.3,21.2,28.3,37.8,70,69,65,63,58
8/27/15,2198,87,50,0,33,16.1,3.7,219.98,449.2,0.21,0.76,7,15.2,21.1,28.2,37.6,70,69,66,63,58
8/28/15,2198,81,63,0,31,18.2,7.5,120.93,246.9,0.25,0.81,6.9,15.1,21,28.5,37.7,69,69,66,64,59
8/29/15,2198,81,54,0.11,49,31.5,8.1,68.07,139,0.32,0.69,6.7,14.9,20.9,28.6,37.7,68,68,66,64,59
8/30/15,2198,63,48,0,68,28.8,8.9,118.75,242.5,0.31,0.48,6.7,14.7,20.8,28.5,37.7,62,64,66,64,59
8/31/15,2198,72,47,0,57,17.7,4.5,219.97,449.2,0.27,0.52,7.1,14.7,20.7,28.4,37.7,63,63,66,64,60
9/1/15,2198,76,46,0,48,16.2,4.6,238.38,486.8,0.25,0.59,7.2,14.9,20.8,28.4,37.8,65,64,66,64,60
9/2/15,2198,63,49,0,63,21.8,7.7,49.28,100.6,0.3,0.47,7.3,14.7,20.9,28.4,37.7,62,63,66,64,60
9/3/15,2198,64,44,0.01,59,15.5,5.5,178.89,365.3,0.23,0.42,7.3,14.7,20.6,28.5,37.4,61,61,67,64,60
9/4/15,2198,71,32,0,56,22.6,4.5,203.19,414.9,0.21,0.45,7.3,14.7,20.6,28.6,37.3,61,61,67,64,60
9/5/15,2198,53,44,0.48,86,18.7,7.3,35.37,72.23,0.28,0.33,7.1,14.6,20.6,28.6,36.7,57,59,69,65,60
9/6/15,2198,60,40,0,79,17.8,5.3,130.99,267.5,0.27,0.35,7.5,14.7,20.4,28.4,36.7,55,56,71,66,60
9/7/15,2198,65,42,0,74,17.3,4.3,153.56,313.6,0.28,0.41,8.2,15,20.4,28.6,36.7,56,57,73,67,61
9/8/15,2198,74,44,0,62,15.8,5.6,203.51,415.6,0.27,0.5,8.8,15.5,20.5,28.6,36.9,57,57,74,69,61
9/9/15,2198,79,45,0,50,19.1,5.5,231.5,472.7,0.26,0.6,9.3,16,20.5,28.7,36.9,60,60,73,69,62
9/10/15,2198,84,42,0,45,13.5,3.6,235.29,480.5,0.24,0.66,9.9,16.4,20.6,28.6,37.1,61,61,73,69,63
9/11/15,2198,87,43,0,48,14.9,3.2,234.93,479.7,0.24,0.69,10.3,16.7,20.8,28.4,37.2,63,63,73,69,63
9/12/15,2198,90,47,0,39,15.9,4.7,227.02,463.6,0.24,0.79,10.6,16.9,20.9,28.5,37.3,64,64,74,70,63
9/13/15,2198,78,46,0,44,24.7,7.2,199.2,406.8,0.25,0.62,10.8,16.9,20.9,28.5,37.1,64,64,74,70,64
9/14/15,2198,62,49,0,41,13.6,4.7,129.11,263.6,0.18,0.45,10.7,16.8,20.8,28.6,36.9,61,62,74,70,64
9/15/15,2198,59,42,0,46,21.2,6.8,198.84,406,0.17,0.37,10.7,16.8,20.8,28.4,36.9,60,60,73,70,64
9/16/15,2198,63,43,0,45,18.1,4.8,164.64,336.2,0.18,0.41,10.5,16.6,20.8,28.3,36.9,58,59,74,70,64
9/17/15,2198,59,47,0.34,76,12.7,5.1,97.81,199.7,0.29,0.38,10.6,16.6,20.7,28.4,36.9,57,58,74,70,64
9/18/15,2198,68,40,0,73,15.4,3.6,158.51,323.7,0.29,0.43,10.6,16.6,20.6,28.5,36.9,57,58,74,70,65
9/19/15,2198,72,40,0,58,13.6,5.4,204.83,418.3,0.26,0.51,10.8,16.6,20.6,28.4,37.1,57,58,74,71,65
9/20/15,2198,78,51,0,48,27.6,9.8,208.29,425.3,0.29,0.66,10.9,16.7,20.7,28.3,37.3,59,59,71,70,65
9/21/15,2198,72,39,0,64,18.1,5.6,175.81,359,0.32,0.53,11.1,16.9,20.8,28.4,37.2,60,60,70,69,65
9/22/15,2198,69,36,0,66,12.1,2.6,129.34,264.1,0.23,0.41,11,16.8,20.8,28.5,37.3,57,58,70,69,65
9/23/15,2198,72,32,0,50,14.3,2.7,207.99,424.7,0.15,0.43,11.1,16.8,20.7,28.4,37.3,56,57,70,69,65
9/24/15,2198,82,37,0,32,20.4,5.8,134.03,273.7,0.16,0.57,11.2,16.8,20.8,28.4,37.2,56,57,70,69,65
9/25/15,2198,78,40,0,39,14.9,4.2,188.69,385.3,0.19,0.57,11.2,16.9,20.7,28.3,37.2,58,59,70,69,65
9/26/15,2198,68,32,0,58,22.2,6.5,172.83,352.9,0.22,0.41,11.1,16.9,20.7,28.4,37.3,57,58,69,68,65
9/27/15,2198,66,26,0,51,13.8,2.4,198.32,405,0.13,0.33,11,16.6,20.7,28.4,37.2,55,56,70,68,65
9/28/15,2198,73,25,0,41,12.9,2.9,195,398.2,0.12,0.4,10.9,16.6,20.5,28.4,37.3,54,55,71,68,64
9/29/15,2198,80,33,0,38,16.6,3.3,186.59,381,0.15,0.51,10.9,16.6,20.6,28.5,37.4,56,56,71,69,65
9/30/15,2198,81,37,0,38,14.4,3.4,173.03,353.3,0.17,0.57,10.9,16.6,20.7,28.5,37.1,57,58,71,69,65
10/1/15,2198,77,40,0,38,9.8,2.7,103.58,211.5,0.18,0.55,10.8,16.7,20.8,28.4,37.2,59,59,71,69,65
10/2/15,2198,70,37,0,51,18.5,6.1,154.63,315.7,0.22,0.48,10.7,16.6,20.7,28.4,37.2,58,58,70,69,65
10/3/15,2198,72,47,0.03,57,17.8,5.2,169.24,345.6,0.24,0.48,10.7,16.6,20.8,28.4,37.1,58,58,70,69,65
10/4/15,2198,71,34,0,46,15.4,3.8,177.48,362.4,0.18,0.44,10.5,16.5,20.7,28.4,37.2,57,58,70,69,65
10/5/15,2198,72,33,0,49,13.5,3.3,174.66,356.7,0.17,0.44,10.3,16.5,20.6,28.4,37.1,56,57,69,68,65
10/6/15,2198,74,46,0,41,16.1,4.6,153.59,313.6,0.19,0.51,10.3,16.5,20.8,28.4,37.2,57,57,67,68,65
10/7/15,2198,65,52,0.23,69,13.3,3.9,47.96,97.9,0.32,0.46,10.1,16.4,20.8,28.4,37.1,57,57,67,67,65
10/8/15,2198,72,54,0,77,15,6.5,110.39,225.4,0.41,0.56,10.1,16.4,20.8,28.4,37.1,58,58,68,67,64
10/9/15,2198,78,54,0,59,16.3,5.9,138.16,282.1,0.34,0.61,10.1,16.4,20.8,28.4,37,59,59,69,67,64
10/10/15,2198,78,48,0,59,33.1,8.4,153.81,314.1,0.32,0.58,10.2,16.4,20.8,28.4,37,59,59,71,68,64
10/11/15,2198,62,44,0,59,32.8,11.4,158.3,323.2,0.23,0.4,10.2,16.3,20.7,28.5,36.9,55,56,71,69,64
10/12/15,2198,71,42,0,41,18.2,6.2,153.74,313.9,0.18,0.48,10.3,16.2,20.6,28.5,37,55,56,72,69,65
10/13/15,2198,71,37,0,60,21.3,4.8,143.47,293,0.24,0.45,10.3,16.2,20.7,28.6,37,55,56,71,69,65
10/14/15,2198,71,35,0,73,11.3,2.1,142.05,290.1,0.25,0.41,10.3,16.2,20.7,28.5,37.1,55,55,71,69,65
10/15/15,2198,75,36,0,59,14.8,2.8,144.12,294.3,0.21,0.44,10.3,16.2,20.6,28.3,37.2,54,55,71,69,65
10/16/15,2198,81,37,0,45,16.7,3.8,143.14,292.3,0.19,0.53,10.4,16.1,20.6,28.1,37.1,55,55,70,69,65
10/17/15,2198,71,49,0,40,18.8,5.6,130.73,266.9,0.2,0.52,10.4,16.2,20.6,28.1,37.2,56,56,70,69,65
10/18/15,2198,63,45,0.01,74,11.1,2.4,60.16,122.8,0.32,0.44,10.2,16.2,20.6,28.1,37.1,56,56,70,69,65
10/19/15,2198,60,44,0,80,15,3.8,50.26,102.6,0.3,0.39,10.1,16.2,20.5,28.1,37,55,55,70,69,65
10/20/15,2198,63,33,0,72,15.7,4.5,122.12,249.4,0.25,0.37,10.1,16.1,20.6,28,36.9,55,55,70,69,65
10/21/15,2198,64,38,0,66,16.8,4.9,132.79,271.2,0.22,0.36,9.9,16,20.5,28.1,36.9,52,53,70,69,65
10/22/15,2198,60,29,0,66,17.4,4.1,133.43,272.5,0.19,0.32,9.7,15.9,20.6,28.2,36.8,52,53,72,69,65
10/23/15,2198,60,25,0,63,14.5,5.4,104.32,213,0.19,0.32,9.8,15.8,20.4,28.2,36.8,50,50,72,69,65
10/24/15,2198,57,46,0,50,19.1,7.2,46.92,95.8,0.19,0.39,9.8,15.7,20.4,28,36.8,51,51,72,70,65
10/25/15,2198,68,46,0,52,27.4,8.2,80.41,164.2,0.2,0.42,9.6,15.7,20.5,28.1,36.8,52,52,70,69,65
10/26/15,2198,52,45,0.08,81,16.6,5.1,52.23,106.6,0.26,0.33,9.5,15.8,20.4,28.2,36.9,51,51,69,69,66
10/27/15,2198,58,40,0.01,81,15.3,6.7,99.6,203.4,0.26,0.33,9.4,15.7,20.4,28.2,37.1,50,51,69,68,65
10/28/15,2198,56,41,0.08,76,18.6,7.2,80.95,165.3,0.23,0.32,9.4,15.6,20.2,28.2,37.1,49,49,69,68,65
10/29/15,2198,55,42,0.02,89,19.6,6.8,59.14,120.8,0.29,0.33,9.4,15.6,20.2,28.2,37.1,49,50,69,68,65
10/30/15,2198,60,46,0.12,78,33.8,12.4,32.37,66.09,0.3,0.4,9.5,15.5,20.3,27.9,37.2,49,50,69,68,65
10/31/15,2198,56,49,0.9,92,26.5,10.5,17.51,35.75,0.37,0.4,15.3,26.6,28.2,27.9,37.3,52,51,69,68,65
11/1/15,2198,52,40,0.02,75,32.6,8.5,50.43,103,0.24,0.32,22.8,30.8,32,28.1,37.3,48,49,67,67,65
11/2/15,2198,48,32,0,83,13,3.1,48.97,100,0.21,0.26,20.6,28.8,30.4,27.9,37.2,46,47,66,67,65
11/3/15,2198,39,30,0,97,13.1,4.5,19.82,40.48,0.2,0.21,19.5,27.6,29.6,28,37.1,44,45,66,66,65
11/4/15,2198,42,25,0,85,13.8,4.3,115.12,235.1,0.16,0.19,18.6,27,29,27.8,37,41,43,67,66,65
11/5/15,2198,40,30,0.25,90,10.4,3.8,23.63,48.25,0.18,0.2,20.2,27.3,28.6,27.7,36.9,40,41,68,67,65
11/6/15,2198,44,30,0.24,93,15.1,8.6,65.95,134.7,0.21,0.23,25.2,32.2,30.7,27.5,36.9,40,41,68,67,64
11/7/15,2198,52,37,0,74,20.8,10.7,71.71,146.4,0.2,0.28,23.5,30.6,31.4,27.6,37.2,42,42,68,67,64
11/8/15,2198,48,41,0.32,81,18.2,6.1,31.33,63.98,0.23,0.29,22.8,30.1,31.1,27.6,36.9,44,44,67,67,64
11/9/15,2198,42,38,0.7,99,20.5,8.8,16.58,33.85,0.25,0.25,31.2,39.2,38.2,27.5,36.5,43,44,65,66,64
11/10/15,2198,41,31,0,89,16,5.5,67.25,137.3,0.19,0.21,28.9,35.1,36.2,28.7,36.3,41,42,63,65,64
11/11/15,2198,45,30,0.07,80,25.2,7.5,67.1,137,0.18,0.22,27.4,33.6,35.3,29.9,36.4,40,41,64,64,64
11/12/15,2198,42,26,0,80,14.9,6.1,66.77,136.4,0.17,0.22,26.4,32.9,34.9,30,36.5,39,40,64,64,64
11/13/15,2198,49,39,0.12,75,21.7,11.3,19.41,39.63,0.23,0.31,26.9,33.4,35,30.2,36.6,42,42,62,64,64
11/14/15,2198,53,41,0,72,17.2,8.2,41.55,84.8,0.22,0.31,26.7,33.1,35.2,30.4,36.8,43,43,61,63,64
11/15/15,2198,55,33,0.01,73,29.8,11.4,45.93,93.8,0.19,0.27,25.8,32.4,34.9,30.7,36.7,42,42,61,63,63
11/16/15,2198,38,26,0,77,18.7,7.4,90.35,184.5,0.14,0.19,25.2,31.9,34.5,30.7,36.4,38,40,58,62,63
11/17/15,2198,54,32,0.73,81,46.3,17.7,9.64,19.69,0.22,0.28,30.3,36,37.9,32.4,36.5,39,40,57,60,63
11/18/15,2198,41,29,0,75,31.8,10.4,60.54,123.6,0.15,0.2,29.6,35.3,37.4,35.3,36.2,38,39,58,60,62
11/19/15,2198,35,27,0.02,92,9.8,4.2,27.64,56.43,0.17,0.18,28,33.9,36.1,35,36.2,37,38,59,60,62
11/20/15,2198,36,18,0.01,77,12.1,3.7,92.43,188.8,0.12,0.16,26.6,32.9,35.6,34.7,36.4,35,36,60,60,61
11/21/15,2198,36,25,0,71,18.1,9.1,87,177.6,0.12,0.17,24.3,31.4,34.8,34.3,36.3,34,35,61,61,61
11/22/15,2198,43,28,0,65,21.3,7.6,88.2,180.1,0.12,0.2,23.7,30.8,34.2,34,35.9,34,35,62,62,61
11/23/15,2198,45,26,0,68,18.4,7.3,84.72,173,0.14,0.21,24.5,31,34.1,33.7,35.7,34,35,63,62,61
11/24/15,2198,36,30,0.2,94,11.8,4.8,20.22,41.29,0.18,0.19,28.1,33.1,34.4,33.3,35.8,35,36,62,62,61
11/25/15,2198,36,24,0,63,20.4,8.9,84.02,171.6,0.1,0.17,28,33.8,35.5,33.1,36,34,35,61,62,61
11/26/15,2198,38,14,0,69,9.9,2.2,84.36,172.3,0.09,0.14,24,31.2,34.7,33.2,36,33,34,60,61,61
11/27/15,2198,34,13,0,81,12.7,3.6,81.07,165.5,0.1,0.13,22.2,30,33.9,33.3,36,33,34,59,61,61
11/28/15,2198,22,18,0,91,6.8,1.9,21.19,43.27,0.1,0.11,21.5,29.2,33.4,33.3,35.8,32,33,58,60,61
11/29/15,2198,20,19,0,91,5.9,1.4,13.72,28.02,0.1,0.11,20.2,28.3,32.9,33.1,35.5,32,33,58,60,61
11/30/15,2198,22,18,0,92,8.4,2.8,17.77,36.28,0.1,0.11,19.2,27.6,32.4,33,35.5,32,33,58,60,60
12/1/15,2198,32,17,0,78,17.3,8.9,23.8,48.6,0.11,0.14,18.5,27.1,31.9,32.8,35.6,32,33,60,60,60
12/2/15,2198,34,27,0.01,83,19,11.8,31.34,64,0.14,0.17,18.9,27,31.6,32.7,35.6,32,33,59,60,60
12/3/15,2198,44,31,0.08,79,26.4,11.9,17.51,35.76,0.18,0.23,24.1,30.4,32.9,32.8,35.5,32,33,58,60,60
12/4/15,2198,42,31,0.04,83,19.9,5.8,21.1,43.09,0.19,0.23,33.6,36.1,37.2,33.3,35.6,32,33,58,59,60
12/5/15,2198,44,31,0,81,18.9,8.8,62.47,127.6,0.18,0.22,31.3,35.3,36.9,34.8,35.3,32,33,58,59,60
12/6/15,2198,42,36,0.5,83,22.1,7.9,11.84,24.18,0.2,0.24,34.5,38.2,39.4,36.8,35.2,34,34,58,59,60
12/7/15,2198,49,37,1.61,93,32.6,10.2,5.2,10.62,0.24,0.26,36,40,40.4,40.9,43.1,37,36,57,59,60
12/8/15,2198,52,39,0.67,90,17.4,7.3,12.85,26.24,0.29,0.32,35.2,39.2,40,43.8,52.4,40,39,56,58,60
12/9/15,2198,53,35,0.24,77,39.7,14.1,37.95,77.49,0.23,0.31,34,38,39.7,45.5,52.9,42,42,56,58,59
12/10/15,2198,43,35,0.51,79,25.8,9.1,22.31,45.56,0.18,0.23,33.7,38.1,40.5,45.7,53.1,38,38,57,58,59
12/11/15,2198,44,34,0.01,85,12.8,5.9,49.48,101,0.19,0.22,31.6,36.1,38.6,45.8,53.3,37,38,58,58,59
12/12/15,2198,38,32,0.6,93,22.3,7.1,16.59,33.89,0.18,0.2,34.4,38.7,39.6,46,53.2,36,37,58,58,59
12/13/15,2198,41,33,0.02,85,19.3,5.2,17.07,34.85,0.19,0.22,33.6,38.3,41.7,46,53.2,36,37,58,58,59
12/14/15,2198,34,32,0,94,17.4,6,8.36,17.07,0.17,0.19,31.4,35.9,38.6,46.3,53.2,36,36,58,58,59
12/15/15,2198,33,28,0,89,17.1,6.4,42.84,87.5,0.15,0.17,30.2,35.1,37.9,45,53.1,35,35,57,58,59
12/16/15,2198,,,,90,24.7,7.9,68.07,,0.13,0.14,29.9,34.7,37.4,42.2,53.2,34,35,57,58,59
12/17/15,2198,,,,,,,,,,,,,,,,,,57,58,59
12/18/15,2198,38,,,88,11.6,5.9,50.74,46.44,0.18,0.21,31,35.4,37.3,41.4,53,34,35,57,58,58
12/19/15,2198,35,29,0.02,96,12.3,5.9,34.4,70.23,0.17,0.18,32.3,36.3,38.2,46.3,53,35,35,58,58,58
12/20/15,2198,,,,95,16.5,9.4,0,,0.15,0.16,32.3,36.4,38.6,46.4,53,35,35,58,58,58
12/21/15,2198,,,,,,,,,,,,,,,,,,57,58,58
12/22/15,2198,,,,,,,,,,,,,,,,,,56,58,58
12/23/15,2198,,,,,,,,,,,,,,,,,,56,58,58
